Date,Close,Volume,Average,,,,,,,,,,
22/01/2018, $62.40 ,"1,247,814",60.56605,,,,,,,,,,
23/01/2018, $62.90 ,"1,467,158",60.82571,,,,,,,,,,
24/01/2018, $61.46 ,"3,006,906",61.00071,,,,,,,,,,
25/01/2018, $60.39 ,"2,254,681",61.14071,,,,,,,,,,
26/01/2018, $62.32 ,"1,668,010",61.43838,,,,,,,,,,
29/01/2018, $62.23 ,"1,626,217",61.69505,,,,,,,,,,
30/01/2018, $60.99 ,"1,949,485",61.80838,,,,,,,,,,
31/01/2018, $61.49 ,"1,163,702",61.79771,,,,,,,,,,
01/02/2018, $61.19 ,"1,255,452",61.72905,,,,,,,,,,
02/02/2018, $59.54 ,"3,242,783",61.48939,,,,,,,,,,
05/02/2018, $56.74 ,"3,915,921",60.9234,,,,,,,,,,
06/02/2018, $58.79 ,"4,045,648",60.51274,,,,,,,,,,
07/02/2018, $57.53 ,"3,262,385",60.12007,,,,,,,,,,
08/02/2018, $55.11 ,"4,162,937",59.59241,,,,,,,,,,
09/02/2018, $56.70 ,"5,947,832",59.03041,,,,,,,,,,
12/02/2018, $57.79 ,"2,956,145",58.58641,,,,,,,,,,
13/02/2018, $57.72 ,"1,481,807",58.25942,,,,,,,,,,
14/02/2018, $59.08 ,"1,199,204",58.01809,,,,,,,,,,
15/02/2018, $59.78 ,"1,732,601",57.87742,,,,,,,,,,
16/02/2018, $59.57 ,"929,649",57.88009,,,,,,,,,,
20/02/2018, $60.62 ,"2,507,773",58.26842,,,,,,,,,,
21/02/2018, $59.92 ,"1,435,424",58.38175,,,,,,,,,,
22/02/2018, $59.79 ,"1,460,633",58.60775,,,,,,,,,,
23/02/2018, $61.07 ,"1,424,687",59.20341,,,,,,,,,,
26/02/2018, $62.39 ,"1,090,396",59.77207,,,,,,,,,,
27/02/2018, $62.18 ,"1,369,264",60.21107,,,,,,,,,,
28/02/2018, $61.63 ,"1,266,705",60.6014,,,,,,,,,,
01/03/2018, $60.65 ,"2,850,511",60.75906,,,,,,,,,,
02/03/2018, $61.68 ,"1,392,760",60.94939,,,,,,,,,,
05/03/2018, $62.24 ,"1,251,006",61.21638,,,,,,,,,,
06/03/2018, $63.17 ,"1,778,966",61.47171,,,,,,,,,,
07/03/2018, $63.38 ,"1,167,869",61.81704,,,,,,,,,,
08/03/2018, $63.43 ,"1,147,223",62.18137,,,,,,,,,,
09/03/2018, $64.75 ,"1,586,400",62.54937,,,,,,,,,,
12/03/2018, $65.44 ,"1,860,177",62.85437,,,,,,,,,,
13/03/2018, $64.43 ,"4,229,895",63.07903,,,,,,,,,,
14/03/2018, $64.42 ,"1,640,878",63.35836,,,,,,,,,,
15/03/2018, $64.37 ,"1,073,134",63.73003,,,,,,,,,,
16/03/2018, $64.34 ,"1,035,094",63.99603,,,,,,,,,,
19/03/2018, $63.12 ,"2,781,834",64.08403,,,,,,,,,,
20/03/2018, $63.58 ,"760,912",64.1247,,,,,,,,,,
21/03/2018, $63.70 ,"1,380,403",64.15704,,,,,,,,,,
22/03/2018, $61.90 ,"1,752,506",64.00371,,,,,,,,,,
23/03/2018, $59.84 ,"3,847,553",63.51271,,,,,,,,,,
26/03/2018, $62.34 ,"2,399,798",63.20271,,,,,,,,,,
27/03/2018, $60.04 ,"3,221,807",62.76438,,,,,,,,,,
28/03/2018, $58.74 ,"2,980,832",62.19671,,,,,,,,,,
29/03/2018, $60.02 ,"2,504,425",61.76138,,,,,,,,,,
02/04/2018, $57.72 ,"2,379,521",61.09939,,,,,,,,,,
03/04/2018, $58.82 ,"1,673,296",60.6694,,,,,,,,,,
04/04/2018, $59.57 ,"2,024,678",60.26873,,,,,,,,,,
05/04/2018, $58.96 ,"1,725,020",59.79506,,,,,,,,,,
06/04/2018, $57.18 ,"1,179,845",59.32306,,,,,,,,,,
09/04/2018, $57.54 ,"1,113,002",59.09306,,,,,,,,,,
10/04/2018, $59.38 ,"1,982,746",58.7974,,,,,,,,,,
11/04/2018, $59.40 ,"1,226,553",58.7334,,,,,,,,,,
12/04/2018, $60.52 ,"1,911,436",58.9114,,,,,,,,,,
13/04/2018, $60.08 ,"1,289,529",58.9174,,,,,,,,,,
16/04/2018, $60.18 ,"849,440",59.16339,,,,,,,,,,
17/04/2018, $61.32 ,"1,053,373",59.41405,,,,,,,,,,
18/04/2018, $60.72 ,"1,454,075",59.52872,,,,,,,,,,
19/04/2018, $58.09 ,"5,533,714",59.44173,,,,,,,,,,
20/04/2018, $57.41 ,"3,552,113",59.4644,,,,,,,,,,
23/04/2018, $56.64 ,"2,047,463",59.37474,,,,,,,,,,
24/04/2018, $56.19 ,"3,480,970",59.05541,,,,,,,,,,
25/04/2018, $56.12 ,"4,433,969",58.72675,,,,,,,,,,
26/04/2018, $57.26 ,"4,609,975",58.40076,,,,,,,,,,
27/04/2018, $56.86 ,"3,309,000",58.07943,,,,,,,,,,
30/04/2018, $56.24 ,"1,802,556",57.6851,,,,,,,,,,
01/05/2018, $57.16 ,"3,128,455",57.26911,,,,,,,,,,
02/05/2018, $56.91 ,"1,543,314",56.88811,,,,,,,,,,
03/05/2018, $57.25 ,"2,396,882",56.80377,,,,,,,,,,
04/05/2018, $58.59 ,"1,977,997",56.92243,,,,,,,,,,
07/05/2018, $59.16 ,"1,184,930",57.17409,,,,,,,,,,
08/05/2018, $59.51 ,"1,206,351",57.50642,,,,,,,,,,
09/05/2018, $60.42 ,"1,044,031",57.93642,,,,,,,,,,
10/05/2018, $61.52 ,"1,243,215",58.36175,,,,,,,,,,
11/05/2018, $61.07 ,"1,857,852",58.78208,,,,,,,,,,
14/05/2018, $61.81 ,"1,653,817",59.33941,,,,,,,,,,
15/05/2018, $61.14 ,"1,263,975",59.7374,,,,,,,,,,
16/05/2018, $61.93 ,"1,221,348",60.2394,,,,,,,,,,
17/05/2018, $61.75 ,"1,301,269",60.6894,,,,,,,,,,
18/05/2018, $60.87 ,"2,072,570",60.91674,,,,,,,,,,
21/05/2018, $61.48 ,"1,474,424",61.14841,,,,,,,,,,
22/05/2018, $61.82 ,"1,496,567",61.37941,,,,,,,,,,
23/05/2018, $62.15 ,"1,039,198",61.55307,,,,,,,,,,
24/05/2018, $62.40 ,"1,136,180",61.64173,,,,,,,,,,
25/05/2018, $62.91 ,"1,400,840",61.82572,,,,,,,,,,
29/05/2018, $62.53 ,"1,538,484",61.89705,,,,,,,,,,
30/05/2018, $62.93 ,"2,143,413",62.07605,,,,,,,,,,
31/05/2018, $62.48 ,"1,606,486",62.13071,,,,,,,,,,
01/06/2018, $63.90 ,"1,060,384",62.34571,,,,,,,,,,
04/06/2018, $64.41 ,"1,171,037",62.6997,,,,,,,,,,
05/06/2018, $64.71 ,"641,502",63.02336,,,,,,,,,,
06/06/2018, $65.12 ,"1,268,220",63.35369,,,,,,,,,,
07/06/2018, $64.54 ,"2,084,045",63.59269,,,,,,,,,,
08/06/2018, $63.97 ,"2,429,601",63.74902,,,,,,,,,,
11/06/2018, $63.84 ,"1,278,189",63.84269,,,,,,,,,,
12/06/2018, $64.17 ,"932,448",64.00736,,,,,,,,,,
13/06/2018, $64.08 ,"9,157,105",64.12169,,,,,,,,,,
14/06/2018, $64.46 ,"1,635,631",64.32003,,,,,,,,,,
15/06/2018, $64.40 ,"1,122,713",64.37036,,,,,,,,,,
18/06/2018, $63.78 ,"1,675,825",64.30803,,,,,,,,,,
19/06/2018, $63.08 ,"2,630,900",64.14503,,,,,,,,,,
20/06/2018, $63.39 ,"2,007,686",63.97136,,,,,,,,,,
21/06/2018, $62.60 ,"1,245,909",63.77703,,,,,,,,,,
22/06/2018, $62.10 ,"1,116,338",63.5907,,,,,,,,,,
25/06/2018, $60.28 ,"5,441,241",63.23404,,,,,,,,,,
26/06/2018, $60.28 ,"11,004,146",62.84504,,,,,,,,,,
27/06/2018, $58.84 ,"2,363,885",62.32171,,,,,,,,,,
28/06/2018, $59.29 ,"4,067,761",61.80471,,,,,,,,,,
29/06/2018, $59.41 ,"1,278,120",61.30571,,,,,,,,,,
02/07/2018, $59.79 ,"2,097,422",60.90605,,,,,,,,,,
03/07/2018, $58.70 ,"1,141,526",60.46739,,,,,,,,,,
05/07/2018, $60.27 ,"1,340,953",60.1554,,,,,,,,,,
06/07/2018, $61.01 ,"2,263,909",59.99607,,,,,,,,,,
09/07/2018, $61.40 ,"1,360,105",59.92541,,,,,,,,,,
10/07/2018, $62.05 ,"1,403,690",60.1024,,,,,,,,,,
11/07/2018, $60.45 ,"1,998,616",60.1194,,,,,,,,,,
12/07/2018, $60.86 ,"2,267,770",60.32107,,,,,,,,,,
13/07/2018, $60.64 ,"803,147",60.45607,,,,,,,,,,
16/07/2018, $60.56 ,"612,705",60.57041,,,,,,,,,,
17/07/2018, $61.43 ,"4,140,497",60.73441,,,,,,,,,,
18/07/2018, $61.90 ,"923,430",61.05474,,,,,,,,,,
19/07/2018, $61.76 ,"871,358",61.2044,,,,,,,,,,
20/07/2018, $61.47 ,"871,937",61.25106,,,,,,,,,,
23/07/2018, $61.56 ,"1,001,311",61.26706,,,,,,,,,,
24/07/2018, $60.89 ,"1,883,880",61.15107,,,,,,,,,,
25/07/2018, $61.12 ,"16,250,682",61.21741,,,,,,,,,,
26/07/2018, $62.31 ,"7,296,402",61.36241,,,,,,,,,,
27/07/2018, $62.03 ,"5,193,258",61.50174,,,,,,,,,,
30/07/2018, $61.43 ,"2,500,159",61.58874,,,,,,,,,,
31/07/2018, $61.83 ,"2,271,061",61.6294,,,,,,,,,,
01/08/2018, $61.74 ,"3,727,714",61.61373,,,,,,,,,,
02/08/2018, $62.35 ,"2,253,481",61.6724,,,,,,,,,,
03/08/2018, $62.48 ,"1,344,373",61.77307,,,,,,,,,,
06/08/2018, $62.86 ,"778,210",61.90306,,,,,,,,,,
07/08/2018, $63.36 ,"9,880,124",62.15005,,,,,,,,,,
08/08/2018, $63.50 ,"1,116,671",62.38871,,,,,,,,,,
09/08/2018, $62.88 ,"2,218,846",62.44537,,,,,,,,,,
10/08/2018, $61.32 ,"3,248,786",62.37371,,,,,,,,,,
13/08/2018, $61.41 ,"1,687,495",62.37171,,,,,,,,,,
14/08/2018, $61.28 ,"1,609,657",62.31671,,,,,,,,,,
15/08/2018, $60.43 ,"3,068,031",62.18571,,,,,,,,,,
16/08/2018, $60.36 ,"1,419,779",61.98638,,,,,,,,,,
17/08/2018, $59.91 ,"2,195,448",61.72905,,,,,,,,,,
20/08/2018, $59.85 ,"957,162",61.42872,,,,,,,,,,
21/08/2018, $61.02 ,"2,549,701",61.19506,,,,,,,,,,
22/08/2018, $61.31 ,"1,440,317",60.9754,,,,,,,,,,
23/08/2018, $61.38 ,"1,847,583",60.82541,,,,,,,,,,
24/08/2018, $62.27 ,"1,685,044",60.9204,,,,,,,,,,
27/08/2018, $63.26 ,"17,874,025",61.10539,,,,,,,,,,
28/08/2018, $63.50 ,"1,616,251",61.32706,,,,,,,,,,
29/08/2018, $63.67 ,"4,280,655",61.65039,,,,,,,,,,
30/08/2018, $63.10 ,"1,811,433",61.92438,,,,,,,,,,
31/08/2018, $63.44 ,"1,099,822",62.27771,,,,,,,,,,
04/09/2018, $63.95 ,"1,289,697",62.68738,,,,,,,,,,
05/09/2018, $63.64 ,"1,580,160",62.94938,,,,,,,,,,
06/09/2018, $61.95 ,"1,494,137",63.01404,,,,,,,,,,
07/09/2018, $61.70 ,"8,401,002",63.04603,,,,,,,,,,
10/09/2018, $62.35 ,"951,141",63.05437,,,,,,,,,,
11/09/2018, $61.75 ,"1,735,349",62.90337,,,,,,,,,,
12/09/2018, $61.03 ,"2,111,361",62.6567,,,,,,,,,,
13/09/2018, $61.73 ,"2,159,631",62.46304,,,,,,,,,,
14/09/2018, $62.42 ,"1,979,185",62.39571,,,,,,,,,,
17/09/2018, $61.55 ,"1,527,693",62.20704,,,,,,,,,,
